"","Date","Region","Thermal.Generation.Actual..in.MU.","Hydro.Generation.Actual..in.MU."
"570",2017-12-24,"NorthEastern",29.14,12.11
"571",2017-12-25,"Northern",627.92,105.23
"572",2017-12-25,"Western",1082.43,42.27
"573",2017-12-25,"Southern",627.22,69.72
"574",2017-12-25,"Eastern",462.04,22.6
"575",2017-12-25,"NorthEastern",29.14,12.11
"576",2017-12-26,"Northern",630.59,105.23
"577",2017-12-26,"Western",1095.43,42.27
"578",2017-12-26,"Southern",627.22,69.72
"579",2017-12-26,"Eastern",471.71,22.6
"580",2017-12-26,"NorthEastern",29.14,12.11
"581",2017-12-27,"Northern",628.09,105.23
"582",2017-12-27,"Western",1108.92,42.27
"583",2017-12-27,"Southern",627.22,69.72
"584",2017-12-27,"Eastern",471.71,22.6
"585",2017-12-27,"NorthEastern",29.14,12.11
"586",2017-12-28,"Northern",630.77,105.23
"587",2017-12-28,"Western",1114.67,42.27
"588",2017-12-28,"Southern",627.22,69.72
"589",2017-12-28,"Eastern",471.71,22.6
"590",2017-12-28,"NorthEastern",29.14,12.11
"591",2017-12-29,"Northern",630.77,105.23
"592",2017-12-29,"Western",1114.67,42.27
"593",2017-12-29,"Southern",627.22,69.72
"594",2017-12-29,"Eastern",471.71,22.6
"595",2017-12-29,"NorthEastern",29.14,12.11
"596",2017-12-30,"Northern",630.77,105.23
"597",2017-12-30,"Western",1114.67,42.27
"598",2017-12-30,"Southern",631.62,69.72
"599",2017-12-30,"Eastern",471.71,22.6
"600",2017-12-30,"NorthEastern",29.14,12.11
"601",2017-12-31,"Northern",633.37,105.23
"602",2017-12-31,"Western",1114.67,42.27
"603",2017-12-31,"Southern",631.62,69.72
"604",2017-12-31,"Eastern",474.71,22.6
"605",2017-12-31,"NorthEastern",29.14,12.11
"606",2018-01-01,"Northern",626.6,96.18
"607",2018-01-01,"Western",1127.88,41.22
"608",2018-01-01,"Southern",638.77,70.04
"609",2018-01-01,"Eastern",478.58,21.76
"610",2018-01-01,"NorthEastern",31.88,11.28
"611",2018-01-02,"Northern",624,96.18
"612",2018-01-02,"Western",1127.88,41.22
"613",2018-01-02,"Southern",635.44,70.04
"614",2018-01-02,"Eastern",476.31,21.76
"615",2018-01-02,"NorthEastern",31.88,11.28
"616",2018-01-03,"Northern",624,96.18
"617",2018-01-03,"Western",1127.88,41.22
"618",2018-01-03,"Southern",635.44,70.04
"619",2018-01-03,"Eastern",476.31,21.76
"620",2018-01-03,"NorthEastern",31.88,11.28
"621",2018-01-04,"Northern",626.5,96.18
"622",2018-01-04,"Western",1127.88,41.22
"623",2018-01-04,"Southern",635.44,70.04
"624",2018-01-04,"Eastern",476.31,21.76
"625",2018-01-04,"NorthEastern",31.88,11.28
"626",2018-01-05,"Northern",629.13,96.18
"627",2018-01-05,"Western",1127.88,41.22
"628",2018-01-05,"Southern",635.44,70.04
"629",2018-01-05,"Eastern",476.31,21.76
"630",2018-01-05,"NorthEastern",31.88,11.28
"631",2018-01-06,"Northern",629.13,96.18
"632",2018-01-06,"Western",1117.67,41.22
"633",2018-01-06,"Southern",636.9,70.04
"634",2018-01-06,"Eastern",480.54,21.76
"635",2018-01-06,"NorthEastern",31.88,11.28
"636",2018-01-07,"Northern",629.13,96.18
"637",2018-01-07,"Western",1114.84,41.22
"638",2018-01-07,"Southern",636.9,70.04
"639",2018-01-07,"Eastern",480.54,21.76
"640",2018-01-07,"NorthEastern",31.88,11.28
"641",2018-01-08,"Northern",626.22,96.18
"642",2018-01-08,"Western",1114.84,41.22
"643",2018-01-08,"Southern",636.9,70.04
"644",2018-01-08,"Eastern",480.54,21.76
"645",2018-01-08,"NorthEastern",31.88,11.28
"646",2018-01-09,"Northern",626.22,96.18
"647",2018-01-09,"Western",1114.84,41.22
"648",2018-01-09,"Southern",640.68,70.04
"649",2018-01-09,"Eastern",494.84,21.76
"650",2018-01-09,"NorthEastern",31.88,11.28
"651",2018-01-10,"Northern",626.22,96.18
"652",2018-01-10,"Western",1109.51,41.22
"653",2018-01-10,"Southern",636.85,70.04
"654",2018-01-10,"Eastern",494.84,21.76
"655",2018-01-10,"NorthEastern",31.88,11.28
"656",2018-01-11,"Northern",626.22,96.18
"657",2018-01-11,"Western",1115.41,41.22
"658",2018-01-11,"Southern",636.85,70.04
"659",2018-01-11,"Eastern",494.4,21.76
"660",2018-01-11,"NorthEastern",31.88,11.28
"661",2018-01-12,"Northern",626.22,96.18
"662",2018-01-12,"Western",1115.41,41.22
"663",2018-01-12,"Southern",636.85,70.04
"664",2018-01-12,"Eastern",494.4,21.76
"665",2018-01-12,"NorthEastern",31.88,11.28
"666",2018-01-13,"Northern",626.22,96.18
"667",2018-01-13,"Western",1125.62,41.22
"668",2018-01-13,"Southern",636.85,70.04
"669",2018-01-13,"Eastern",494.4,21.76
"670",2018-01-13,"NorthEastern",31.88,11.28
"671",2018-01-14,"Northern",626.22,96.18
"672",2018-01-14,"Western",1125.62,41.22
"673",2018-01-14,"Southern",636.85,70.04
"674",2018-01-14,"Eastern",494.4,21.76
"675",2018-01-14,"NorthEastern",31.88,11.28
"676",2018-01-15,"Northern",626.22,96.18
"677",2018-01-15,"Western",1125.62,41.22
"678",2018-01-15,"Southern",636.85,70.04
"679",2018-01-15,"Eastern",494.84,21.76
"680",2018-01-15,"NorthEastern",31.88,11.28
"681",2018-01-16,"Northern",623.55,96.18
"682",2018-01-16,"Western",1125.62,41.22
"683",2018-01-16,"Southern",636.85,70.04
"684",2018-01-16,"Eastern",494.84,21.76
"685",2018-01-16,"NorthEastern",31.88,11.28
"686",2018-01-17,"Northern",623.55,96.18
"687",2018-01-17,"Western",1125.62,41.22
"688",2018-01-17,"Southern",636.85,70.04
"689",2018-01-17,"Eastern",484.15,21.76
"690",2018-01-17,"NorthEastern",31.88,11.28
"691",2018-01-18,"Northern",623.55,96.18
"692",2018-01-18,"Western",1125.62,41.22
"693",2018-01-18,"Southern",636.85,70.04
"694",2018-01-18,"Eastern",484.15,21.76
"695",2018-01-18,"NorthEastern",31.88,11.28
"696",2018-01-19,"Northern",623.55,96.18
"697",2018-01-19,"Western",1125.62,41.22
"698",2018-01-19,"Southern",636.85,70.04
"699",2018-01-19,"Eastern",484.15,21.76
"700",2018-01-19,"NorthEastern",31.88,11.28
"701",2018-01-20,"Northern",619.13,96.18
"702",2018-01-20,"Western",1125.62,41.22
"703",2018-01-20,"Southern",636.85,70.04
"704",2018-01-20,"Eastern",484.15,21.76
"705",2018-01-20,"NorthEastern",31.88,11.28
"706",2018-01-21,"Northern",619.13,96.18
"707",2018-01-21,"Western",1125.62,41.22
"708",2018-01-21,"Southern",636.85,70.04
"709",2018-01-21,"Eastern",484.15,21.76
"710",2018-01-21,"NorthEastern",31.88,11.28
"711",2018-01-22,"Northern",619.13,96.18
"712",2018-01-22,"Western",1125.62,41.22
"713",2018-01-22,"Southern",638.65,70.04
"714",2018-01-22,"Eastern",486.42,21.76
"715",2018-01-22,"NorthEastern",31.88,11.28
"716",2018-01-23,"Northern",616.44,96.18
"717",2018-01-23,"Western",1125.62,41.22
"718",2018-01-23,"Southern",638.65,70.04
"719",2018-01-23,"Eastern",486.42,21.76
"720",2018-01-23,"NorthEastern",31.88,11.28
"721",2018-01-24,"Northern",616.44,96.18
"722",2018-01-24,"Western",1125.62,41.22
"723",2018-01-24,"Southern",636.46,70.04
"724",2018-01-24,"Eastern",486.42,21.76
"725",2018-01-24,"NorthEastern",31.88,11.28
"726",2018-01-25,"Northern",613.98,96.18
"727",2018-01-25,"Western",1119.83,41.22
"728",2018-01-25,"Southern",636.46,70.04
"729",2018-01-25,"Eastern",486.42,21.76
"730",2018-01-25,"NorthEastern",31.88,11.28
"731",2018-01-26,"Northern",619.27,96.18
"732",2018-01-26,"Western",1123.66,41.22
"733",2018-01-26,"Southern",636.46,70.04
"734",2018-01-26,"Eastern",486.42,21.76
"735",2018-01-26,"NorthEastern",31.88,11.28
"736",2018-01-27,"Northern",619.27,96.18
"737",2018-01-27,"Western",1127.26,41.22
"738",2018-01-27,"Southern",636.46,70.04
"739",2018-01-27,"Eastern",483.54,21.76
"740",2018-01-27,"NorthEastern",31.88,11.28
"741",2018-01-28,"Northern",622.18,96.18
"742",2018-01-28,"Western",1127.26,41.22
"743",2018-01-28,"Southern",636.46,70.04
"744",2018-01-28,"Eastern",483.54,21.76
"745",2018-01-28,"NorthEastern",31.88,11.28
"746",2018-01-29,"Northern",622.18,96.18
"747",2018-01-29,"Western",1127.26,41.22
"748",2018-01-29,"Southern",640.29,70.04
"749",2018-01-29,"Eastern",483.54,21.76
"750",2018-01-29,"NorthEastern",31.88,11.28
"751",2018-01-30,"Northern",622.18,96.18
"752",2018-01-30,"Western",1127.26,41.22
"753",2018-01-30,"Southern",640.29,70.04
"754",2018-01-30,"Eastern",483.54,21.76
"755",2018-01-30,"NorthEastern",31.88,11.28
"756",2018-01-31,"Northern",626.18,96.18
"757",2018-01-31,"Western",1127.26,41.22
"758",2018-01-31,"Southern",640.29,70.04
"759",2018-01-31,"Eastern",483.54,21.76
"760",2018-01-31,"NorthEastern",31.88,11.28
"761",2018-02-01,"Northern",611.46,109.45
"762",2018-02-01,"Western",1143.81,40.94
"763",2018-02-01,"Southern",642.31,82.8
"764",2018-02-01,"Eastern",489.39,25.1
"765",2018-02-01,"NorthEastern",31.93,10.24
"766",2018-02-02,"Northern",611.46,109.45
"767",2018-02-02,"Western",1143.81,40.94
"768",2018-02-02,"Southern",642.31,82.8
"769",2018-02-02,"Eastern",489.39,25.1
"770",2018-02-02,"NorthEastern",31.93,10.24
"771",2018-02-03,"Northern",611.46,109.45
"772",2018-02-03,"Western",1149.12,40.94
"773",2018-02-03,"Southern",642.31,82.8
"774",2018-02-03,"Eastern",485.39,25.1
"775",2018-02-03,"NorthEastern",31.93,10.24
"776",2018-02-04,"Northern",611.46,109.45
"777",2018-02-04,"Western",1149.12,40.94
"778",2018-02-04,"Southern",642.31,82.8
"779",2018-02-04,"Eastern",485.39,25.1
"780",2018-02-04,"NorthEastern",31.93,10.24
"781",2018-02-05,"Northern",611.46,109.45
"782",2018-02-05,"Western",1149.12,40.94
"783",2018-02-05,"Southern",642.31,82.8
"784",2018-02-05,"Eastern",485.39,25.1
"785",2018-02-05,"NorthEastern",31.93,10.24
"786",2018-02-06,"Northern",614.11,109.45
"787",2018-02-06,"Western",1149.12,40.94
"788",2018-02-06,"Southern",643.74,82.8
"789",2018-02-06,"Eastern",488,25.1
"790",2018-02-06,"NorthEastern",31.93,10.24
"791",2018-02-07,"Northern",614.11,109.45
"792",2018-02-07,"Western",1149.12,40.94
"793",2018-02-07,"Southern",643.74,82.8
"794",2018-02-07,"Eastern",488,25.1
"795",2018-02-07,"NorthEastern",31.93,10.24
"796",2018-02-08,"Northern",614.11,109.45
"797",2018-02-08,"Western",1149.12,40.94
"798",2018-02-08,"Southern",643.74,82.8
"799",2018-02-08,"Eastern",488,25.1
"800",2018-02-08,"NorthEastern",31.93,10.24
"801",2018-02-09,"Northern",614.11,109.45
"802",2018-02-09,"Western",1167.72,40.94
"803",2018-02-09,"Southern",643.74,82.8
"804",2018-02-09,"Eastern",488,25.1
"805",2018-02-09,"NorthEastern",31.93,10.24
"806",2018-02-10,"Northern",614.11,109.45
"807",2018-02-10,"Western",1167.72,40.94
"808",2018-02-10,"Southern",643.74,82.8
"809",2018-02-10,"Eastern",488,25.1
"810",2018-02-10,"NorthEastern",31.93,10.24
"811",2018-02-11,"Northern",610.71,109.45
"812",2018-02-11,"Western",1167.72,40.94
"813",2018-02-11,"Southern",643.74,82.8
"814",2018-02-11,"Eastern",488,25.1
"815",2018-02-11,"NorthEastern",31.93,10.24
"816",2018-02-12,"Northern",608.21,109.45
"817",2018-02-12,"Western",1167.72,40.94
"818",2018-02-12,"Southern",643.74,82.8
"819",2018-02-12,"Eastern",488,25.1
"820",2018-02-12,"NorthEastern",31.93,10.24
"821",2018-02-13,"Northern",608.21,109.45
"822",2018-02-13,"Western",1167.72,40.94
"823",2018-02-13,"Southern",643.74,82.8
"824",2018-02-13,"Eastern",488,25.1
"825",2018-02-13,"NorthEastern",31.93,10.24
"826",2018-02-14,"Northern",608.21,109.45
"827",2018-02-14,"Western",1167.72,40.94
"828",2018-02-14,"Southern",643.74,82.8
"829",2018-02-14,"Eastern",488,25.1
"830",2018-02-14,"NorthEastern",31.93,10.24
"831",2018-02-15,"Northern",616.21,109.45
"832",2018-02-15,"Western",1166.32,40.94
"833",2018-02-15,"Southern",643.74,82.8
"834",2018-02-15,"Eastern",488,25.1
"835",2018-02-15,"NorthEastern",31.93,10.24
"836",2018-02-16,"Northern",616.21,109.45
"837",2018-02-16,"Western",1166.32,40.94
"838",2018-02-16,"Southern",643.74,82.8
"839",2018-02-16,"Eastern",490.85,25.1
"840",2018-02-16,"NorthEastern",31.93,10.24
"841",2018-02-17,"Northern",616.21,109.45
"842",2018-02-17,"Western",1166.32,40.94
"843",2018-02-17,"Southern",643.74,82.8
"844",2018-02-17,"Eastern",490.85,25.1
"845",2018-02-17,"NorthEastern",31.93,10.24
"846",2018-02-18,"Northern",616.21,109.45
"847",2018-02-18,"Western",1166.32,40.94
"848",2018-02-18,"Southern",650.74,82.8
"849",2018-02-18,"Eastern",490.85,25.1
"850",2018-02-18,"NorthEastern",31.93,10.24
"851",2018-02-19,"Northern",626.01,109.45
"852",2018-02-19,"Western",1166.32,40.94
"853",2018-02-19,"Southern",650.74,82.8
"854",2018-02-19,"Eastern",490.85,25.1
"855",2018-02-19,"NorthEastern",31.93,10.24
"856",2018-02-20,"Northern",620.85,109.45
"857",2018-02-20,"Western",1166.32,40.94
"858",2018-02-20,"Southern",650.74,82.8
"859",2018-02-20,"Eastern",490.85,25.1
"860",2018-02-20,"NorthEastern",31.93,10.24
"861",2018-02-21,"Northern",630.85,109.45
"862",2018-02-21,"Western",1166.32,40.94
"863",2018-02-21,"Southern",650.74,82.8
"864",2018-02-21,"Eastern",490.85,25.1
"865",2018-02-21,"NorthEastern",31.93,10.24
"866",2018-02-22,"Northern",633.56,109.45
"867",2018-02-22,"Western",1168.03,40.94
"868",2018-02-22,"Southern",650.74,82.8
"869",2018-02-22,"Eastern",490.85,25.1
"870",2018-02-22,"NorthEastern",31.93,10.24
"871",2018-02-23,"Northern",633.56,109.45
"872",2018-02-23,"Western",1169.43,40.94
"873",2018-02-23,"Southern",650.74,82.8
"874",2018-02-23,"Eastern",490.85,25.1
"875",2018-02-23,"NorthEastern",31.93,10.24
"876",2018-02-24,"Northern",633.56,109.45
"877",2018-02-24,"Western",1169.43,40.94
"878",2018-02-24,"Southern",650.74,82.8
"879",2018-02-24,"Eastern",490.85,25.1
"880",2018-02-24,"NorthEastern",31.93,10.24
"881",2018-02-25,"Northern",632.89,109.45
"882",2018-02-25,"Western",1169.43,40.94
"883",2018-02-25,"Southern",650.74,82.8
"884",2018-02-25,"Eastern",490.85,25.1
"885",2018-02-25,"NorthEastern",31.93,10.24
"886",2018-02-26,"Northern",632.25,109.45
"887",2018-02-26,"Western",1169.43,40.94
"888",2018-02-26,"Southern",650.74,82.8
"889",2018-02-26,"Eastern",490.85,25.1
"890",2018-02-26,"NorthEastern",31.93,10.24
"891",2018-02-27,"Northern",632.25,109.45
"892",2018-02-27,"Western",1169.43,40.94
"893",2018-02-27,"Southern",650.74,82.8
"894",2018-02-27,"Eastern",495.35,25.1
"895",2018-02-27,"NorthEastern",31.93,10.24
"896",2018-02-28,"Northern",634.75,109.45
"897",2018-02-28,"Western",1169.43,40.94
"898",2018-02-28,"Southern",650.74,82.8
"899",2018-02-28,"Eastern",499.35,25.1
"900",2018-02-28,"NorthEastern",31.93,10.24
"901",2018-03-01,"Northern",635.26,134.13
"902",2018-03-01,"Western",1175.98,38.1
"903",2018-03-01,"Southern",649.52,88.22
"904",2018-03-01,"Eastern",505.24,30.16
"905",2018-03-01,"NorthEastern",31.96,12.16
"906",2018-03-02,"Northern",635.26,134.13
"907",2018-03-02,"Western",1175.98,38.1
"908",2018-03-02,"Southern",649.52,88.22
"909",2018-03-02,"Eastern",505.24,30.16
"910",2018-03-02,"NorthEastern",31.96,12.16
"911",2018-03-03,"Northern",637.13,134.13
"912",2018-03-03,"Western",1175.98,38.1
"913",2018-03-03,"Southern",649.52,88.22
"914",2018-03-03,"Eastern",505.24,30.16
"915",2018-03-03,"NorthEastern",31.96,12.16
"916",2018-03-04,"Northern",637.13,134.13
"917",2018-03-04,"Western",1175.98,38.1
"918",2018-03-04,"Southern",649.52,88.22
"919",2018-03-04,"Eastern",505.24,30.16
"920",2018-03-04,"NorthEastern",31.96,12.16
"921",2018-03-05,"Northern",636.48,134.13
"922",2018-03-05,"Western",1175.98,38.1
"923",2018-03-05,"Southern",649.52,88.22
"924",2018-03-05,"Eastern",501.14,30.16
"925",2018-03-05,"NorthEastern",31.96,12.16
"926",2018-03-06,"Northern",635.83,134.13
"927",2018-03-06,"Western",1175.98,38.1
"928",2018-03-06,"Southern",649.52,88.22
"929",2018-03-06,"Eastern",501.14,30.16
"930",2018-03-06,"NorthEastern",31.96,12.16
"931",2018-03-07,"Northern",632.55,134.13
"932",2018-03-07,"Western",1175.98,38.1
"933",2018-03-07,"Southern",649.52,88.22
"934",2018-03-07,"Eastern",501.14,30.16
"935",2018-03-07,"NorthEastern",31.96,12.16
"936",2018-03-08,"Northern",631.9,134.13
"937",2018-03-08,"Western",1175.98,38.1
"938",2018-03-08,"Southern",649.52,88.22
"939",2018-03-08,"Eastern",501.14,30.16
"940",2018-03-08,"NorthEastern",31.96,12.16
"941",2018-03-09,"Northern",631.9,134.13
"942",2018-03-09,"Western",1175.98,38.1
"943",2018-03-09,"Southern",649.52,88.22
"944",2018-03-09,"Eastern",501.14,30.16
"945",2018-03-09,"NorthEastern",31.96,12.16
"946",2018-03-10,"Northern",631.9,134.13
"947",2018-03-10,"Western",1175.98,38.1
"948",2018-03-10,"Southern",649.52,88.22
"949",2018-03-10,"Eastern",501.14,30.16
"950",2018-03-10,"NorthEastern",31.96,12.16
"951",2018-03-11,"Northern",635.05,134.13
"952",2018-03-11,"Western",1175.98,38.1
"953",2018-03-11,"Southern",649.52,88.22
"954",2018-03-11,"Eastern",501.14,30.16
"955",2018-03-11,"NorthEastern",31.96,12.16
"956",2018-03-12,"Northern",635.75,134.13
"957",2018-03-12,"Western",1175.98,38.1
"958",2018-03-12,"Southern",649.52,88.22
"959",2018-03-12,"Eastern",501.14,30.16
"960",2018-03-12,"NorthEastern",31.96,12.16
"961",2018-03-13,"Northern",628.85,134.13
"962",2018-03-13,"Western",1175.98,38.1
"963",2018-03-13,"Southern",649.52,88.22
"964",2018-03-13,"Eastern",501.14,30.16
"965",2018-03-13,"NorthEastern",31.96,12.16
"966",2018-03-14,"Northern",618.7,134.13
"967",2018-03-14,"Western",1175.98,38.1
"968",2018-03-14,"Southern",649.52,88.22
"969",2018-03-14,"Eastern",501.14,30.16
"970",2018-03-14,"NorthEastern",31.96,12.16
"971",2018-03-15,"Northern",618.09,134.13
"972",2018-03-15,"Western",1175.98,38.1
"973",2018-03-15,"Southern",649.52,88.22
"974",2018-03-15,"Eastern",501.14,30.16
"975",2018-03-15,"NorthEastern",31.96,12.16
"976",2018-03-16,"Northern",617.44,134.13
"977",2018-03-16,"Western",1175.98,38.1
"978",2018-03-16,"Southern",649.52,88.22
"979",2018-03-16,"Eastern",501.14,30.16
"980",2018-03-16,"NorthEastern",31.96,12.16
"981",2018-03-17,"Northern",618.09,134.13
"982",2018-03-17,"Western",1175.98,38.1
"983",2018-03-17,"Southern",649.52,88.22
"984",2018-03-17,"Eastern",501.14,30.16
"985",2018-03-17,"NorthEastern",31.96,12.16
"986",2018-03-18,"Northern",618.09,134.13
"987",2018-03-18,"Western",1175.98,38.1
"988",2018-03-18,"Southern",649.52,88.22
"989",2018-03-18,"Eastern",501.14,30.16
"990",2018-03-18,"NorthEastern",31.96,12.16
"991",2018-03-19,"Northern",618.74,134.13
"992",2018-03-19,"Western",1175.98,38.1
"993",2018-03-19,"Southern",649.52,88.22
"994",2018-03-19,"Eastern",501.14,30.16
"995",2018-03-19,"NorthEastern",31.96,12.16
"996",2018-03-20,"Northern",619.39,134.13
"997",2018-03-20,"Western",1175.98,38.1
"998",2018-03-20,"Southern",649.52,88.22
"999",2018-03-20,"Eastern",501.14,30.16
"1000",2018-03-20,"NorthEastern",31.96,12.16
"1001",2018-03-21,"Northern",623.37,134.13
"1002",2018-03-21,"Western",1175.98,38.1
"1003",2018-03-21,"Southern",649.52,88.22
"1004",2018-03-21,"Eastern",501.14,30.16
"1005",2018-03-21,"NorthEastern",31.96,12.16
"1006",2018-03-22,"Northern",624.02,134.13
"1007",2018-03-22,"Western",1179.18,38.1
"1008",2018-03-22,"Southern",649.52,88.22
"1009",2018-03-22,"Eastern",501.14,30.16
"1010",2018-03-22,"NorthEastern",31.96,12.16
"1011",2018-03-23,"Northern",624.02,134.13
"1012",2018-03-23,"Western",1179.18,38.1
"1013",2018-03-23,"Southern",649.52,88.22
"1014",2018-03-23,"Eastern",501.14,30.16
"1015",2018-03-23,"NorthEastern",31.96,12.16
"1016",2018-03-24,"Northern",624.02,134.13
"1017",2018-03-24,"Western",1179.18,38.1
"1018",2018-03-24,"Southern",649.52,88.22
"1019",2018-03-24,"Eastern",501.14,30.16
"1020",2018-03-24,"NorthEastern",31.96,12.16
"1021",2018-03-25,"Northern",624.02,134.13
"1022",2018-03-25,"Western",1179.18,38.1
"1023",2018-03-25,"Southern",649.52,88.22
"1024",2018-03-25,"Eastern",501.14,30.16
"1025",2018-03-25,"NorthEastern",31.96,12.16
"1026",2018-03-26,"Northern",624.02,134.13
"1027",2018-03-26,"Western",1179.18,38.1
"1028",2018-03-26,"Southern",649.52,88.22
"1029",2018-03-26,"Eastern",505.24,30.16
"1030",2018-03-26,"NorthEastern",31.96,12.16
"1031",2018-03-27,"Northern",624.67,134.13
"1032",2018-03-27,"Western",1179.18,38.1
"1033",2018-03-27,"Southern",649.52,88.22
"1034",2018-03-27,"Eastern",505.24,30.16
"1035",2018-03-27,"NorthEastern",31.96,12.16
"1036",2018-03-28,"Northern",624.67,134.13
"1037",2018-03-28,"Western",1179.18,38.1
"1038",2018-03-28,"Southern",649.52,88.22
"1039",2018-03-28,"Eastern",505.24,30.16
"1040",2018-03-28,"NorthEastern",31.96,12.16
"1041",2018-03-29,"Northern",625.32,134.13
"1042",2018-03-29,"Western",1179.18,38.1
"1043",2018-03-29,"Southern",649.52,88.22
"1044",2018-03-29,"Eastern",505.24,30.16
"1045",2018-03-29,"NorthEastern",31.96,12.16
"1046",2018-03-30,"Northern",625.97,134.13
"1047",2018-03-30,"Western",1179.18,38.1
"1048",2018-03-30,"Southern",649.52,88.22
"1049",2018-03-30,"Eastern",505.24,30.16
"1050",2018-03-30,"NorthEastern",31.96,12.16
"1051",2018-03-31,"Northern",628.5,134.13
"1052",2018-03-31,"Western",1179.18,38.1
"1053",2018-03-31,"Southern",649.52,88.22
"1054",2018-03-31,"Eastern",505.24,30.16
"1055",2018-03-31,"NorthEastern",31.96,12.16
"1056",2018-04-01,"Northern",657.76,154.72
"1057",2018-04-01,"Western",1230.81,24.4
"1058",2018-04-01,"Southern",650.59,62.88
"1059",2018-04-01,"Eastern",471.76,39.12
"1060",2018-04-01,"NorthEastern",30.25,7.43
"1061",2018-04-02,"Northern",657.76,154.72
"1062",2018-04-02,"Western",1230.81,24.4
"1063",2018-04-02,"Southern",650.59,62.88
"1064",2018-04-02,"Eastern",471.76,39.12
"1065",2018-04-02,"NorthEastern",30.25,7.43
"1066",2018-04-03,"Northern",682.27,154.72
"1067",2018-04-03,"Western",1230.81,24.4
"1068",2018-04-03,"Southern",650.59,62.88
"1069",2018-04-03,"Eastern",471.76,39.12
"1070",2018-04-03,"NorthEastern",30.25,7.43
"1071",2018-04-04,"Northern",682.27,154.72
"1072",2018-04-04,"Western",1230.81,24.4
"1073",2018-04-04,"Southern",650.59,62.88
"1074",2018-04-04,"Eastern",471.76,39.12
"1075",2018-04-04,"NorthEastern",30.25,7.43
"1076",2018-04-05,"Northern",638.68,154.72
"1077",2018-04-05,"Western",1228.4,24.4
"1078",2018-04-05,"Southern",643.73,62.88
"1079",2018-04-05,"Eastern",464.13,39.12
"1080",2018-04-05,"NorthEastern",30.25,7.43
"1081",2018-04-06,"Northern",640.97,154.72
"1082",2018-04-06,"Western",1230.81,24.4
"1083",2018-04-06,"Southern",650.59,62.88
"1084",2018-04-06,"Eastern",457.96,39.12
"1085",2018-04-06,"NorthEastern",30.25,7.43
"1086",2018-04-07,"Northern",640.97,154.72
"1087",2018-04-07,"Western",1230.81,24.4
"1088",2018-04-07,"Southern",650.59,62.88
"1089",2018-04-07,"Eastern",457.96,39.12
